fecha,titulo,texto,etiquetas,categoria
2015-10-07, 'Decoro y vestuario',diput senador ocup carg public algun cobr centim erari public obstant puest trabaj car public exig uniform imag cuid ase llev corbat ano inclus veran reconoc incomod asi comprend acat comprend diput senador alcald pued pas congres sen salon plen atavi si lav coch fin seman ideologi deberi ren buen gust maxim pag nomin ces ruiz yunt,otros,0
2015-10-08, 'Repartir las culpas',engan volkswag simul coch contamin prueb mas actu vec grand empres intent convenc preocupacion ecologi mas estrategi marketing argument vend mas si parec van ten sufr sinfin sancion demand repar supondr perd diner ser escarmient ejempl embarg asunt deberi afect demasi prestigi imag marc llev 80 anos fabric coch fiabl calid culp casi 600 000 trabaj disen tecnic ingenier mecan vendedor hac trabaj sin pun direct trampos propi firm deberi exig mayor respons jaim tapi ruan,otros,0
2015-10-08, 'Del logos al mito',si desgl palabr filosofi encontr dos raic grieg respond dos concept cuant men result hermos amor sabiduri amor sabiduri conoc bien vapor decision adopt general polit hoy dia siend educacion tierr mayor fuerz crec desacuerd detriment concordi imprescind idone nivel educ nuev gener refier educacion remedi suprem desilusion vid aludi montesquieu tambi parec batall perd exhort estad apost educacion bien falt confianz bien falt estad,politica,1
2015-10-10, 'Difícil tarea la\nde los historiadores',artur mas ser president generalitat cataluny inici camin haci independent llen ilusion part consider catalan ser habr gobern tan sol part habr divid recort educacion sanid ley dependent privatiz corrupcion 3 quiz definit dentr tiemp vist result proces tare histori ser mas facil esper joan colom llevot,politica,1
2015-10-10, 'Paradojas',victori legal estudi austriac oblig grand compani ee uu internet respet privac dat client europe puest manifiest paradoj gobiern unid agenci segur tiemp preocup ahinc preserv derech propied intelectual empres union europe ningun consideracion derech privac ciudadan internaut,otros,0
2015-10-10, 'Políticas de creación de empleo',escuch infin vec polit part popul dec gobiern deb hac polit incentiv creacion puest trabaj part pequen empresari hac ano decidi hac autonom moment aplic deduccion cuot segur social debi pag primer mes tod ayud emprend nuev proyect sorpres lleg tras hab contrat ultim ano dos person duplic numer trabaj pyme ano oblig devolv deduccion comet enorm delit cre dos puest trabaj polit incentiv creacion emple dem tonteri si dich tesoreri segur social si desp trabaj contrat contrat indefin recuper desgrav algui conoc mayor desproposit jesus marqu corre,politica,1
2015-10-12, 'Financiación vasca',rar urkullu defiend sistem financiacion euskadi form especif ven aplic calcul cup arroj result escandal favor pais vasc navarr segun angel fuent mayor expert espanol finanz territorial sobrefinanciacion vari mil millon eur anual disfrut dich territori hac financiacion habit superior men 60 medi region regim comun confirm asi condicion espanol primer quier renunci javi diaz malled,otros,0
2015-10-13, 'El 12 de octubre',herman pas puent pil lej espan erasmus austri bonit experient segun testimoni joven universitari ido dic bec erasmus estan bien dan cuent visit ciert pais espan podri mejor sol econom polit sin punt vist patriot orgull espanol orgull polit situacion econom espan excus estarl pais cultur dificil socied escas patriot conseguir ten polit mas honest patriot esper herman llam felicit madr llam pil felicit tambi ser espanol albert benavid vazquez,politica,1
2015-10-13, 'Educación elitista',pas anos preci univers van aument vez tambi disminu progres radical separacion educacion public educacion priv pront qued ningun diferent ambas principi papel educacion public establec socied meritocrat asi otorg iguald oportun acces univers master fundament mas bolsill capac alumn conozc gent increibl capaz llev formacion mas alla dificultad econom tambi contrari person cuy capac motivacion mediocr llev estudi limit simpl hech ten bolsill fond,otros,0
2015-10-14, 'Honor y gloria',pas firm vez liger desfil pas 12 octubr dia fiest nacional espan alrededor 3 400 militar guardi civil 48 vehicul 53 aeronav 12 octubr 1492 cristobal colon desembarc junt hombr isla guanahani archipielag baham dand comienz puent cultural puebl amer espan mantien hoy dij senec nem patriam qui magn est amat sed qui nadi ama patri grand sin luis romer moron dia 12 octubr pod ver pantall tve primer segund caden bander espanol sincer objet teni sentimient patriot ver colocacion bander uso desmed bander himn unic hac record epoc pas trist recuerd acas actual gobiern actual dirigent tve ver aquell epoc si asi hagansel mir si asi demuestr patriot hac cos mejor estan hac jos ignaci angul merin burjassot valenci,politica,1
2015-10-14, 'Empatía y respeto',hac dias medi comunicacion haci eco ingres urgenci cinc joven com etil consecuent vejacion calific novat padec parqu public proxim campus universitari leon man estudi veteran innov entran muestr bienven futur gradu conoc tecnic aunqu calif deficient asignatur empati respet lament determin cas comport estup abus limit etap juventud sin seguir manifest maner esporad larg vid med circunst permit continu abras arbitraried person cualqui ambit social si intencion ofrec entorn agrad favorec integracion reci lleg sobr humill alejandr priet orviz,otros,0
2015-10-16, 'Maridaje de vinos y comidas',manteng teori mejor maridaj vin com da tierr sabi iber bellot huelv prefer joselit guijuel fin defect buen tint supuest nunc com pantumac echar ningun guis fin asi mism imprescind tod fritur andaluz buen corder asad raz churr triangul arand penafiel sepulved rest merec pen vin riber duer preferent carraovej call morr dem marisc interior tierr zamoran buen tor precis car marisc galleg albarin paell calcots similar entiend cav apropiadisim tambi val blanc moscatel zon recuerd amig vin menci asoci botill ambos bierz junt buen experient gastronom dias fri inviern olvid fab sidrin bien tir mas podeis mand par maitr engre dej evident escuch car pasm bernard asensi colin,otros,0
2015-10-16, 'Presidente de película',acab ver vide propagandist part gobiern pod observ monitor pacient vez quirofan entra par cardiac asistoli moment sin dos ocasion suministr descarg electr desfibril wikipedi sab contraindic cas cuestion si are estan igual utiliz mal recurs pon peligr vid pretend salv francisc pic aracil alcayn murci dentr esfuerz part popul period campan electoral resid capac metafor poc pued apreci realid asi propi part public cortometraj rajoy actu medic categor rescat espan muert segur film reflej adem incongruent part idealiz president si atend hech suced hospital dot nuev tecnologi lej parec estoic sanid public tras restriccion recort part gobiern evident pp logr viraliz aunqu probabl cont efect bumer ahor deb enfrent mari castr nunez malag,politica,1
2015-10-17, 'Artur Mas',viend inform comentari artur mas entrand juzg rod seguidor record manifest epoc franc llev alcald gent puebl autocar dandol bocadill vies do prens mund acuerd polit parec lleg mas alto sig emple mism tecnic metod quec lar perez,politica,1
2015-10-17, 'Técnica de un fraude',notici titul grand tecnolog cort benefici pag men impuest public 13 octubr pais explic tecnic fraud empres hac aplic llam preci transferent empres matriz filial supuest ficcion matriz filial mism empres matriz ubic obvi casual miembr tip impuest sociedad anormal baj ejempl irland acuerd pact fiscal opac ejempl luxemburg consegu mism objet tribut benefici porcentaj irrisori supon adem escandal perjuici haciend public ciudadan enorm distorsion libr competent sen merc interior ahi escandal conoc luxleaks motiv creacion comision especial parlament europe punt aprob inform recomend concret asi propuest comision europe establec sistem automat informacion tip resolu tributari secret ramon jauregui eurodiput social,politica,1
2015-10-19, 'Un presidente democrático',president pais democrat unas oblig inelud haci ciudadani realiz debat expong logr plan futur contest cad pregunt period hag pues represent dud problem socied comparec cad mes necesari parlament audienci public justific hech pued ser critic repart riquez habit mejor form import ideologi much cos mas hari demasi larg cart,politica,1
2015-10-19, 'Mas niños muertos',dej sorprend facil tragedi bas perpetu dej ser notici pas seman habi olvid pequen aylan sid rescat cuerp cuatr nin tras naufragi cost grieg mas record va ano calcul 3 000 fallec mediterrane signif equivalent dos titanics ano mism casi 100 muert dia,otros,0
2015-10-20, 'Acceso a la judicatura',segun memori consej general pod judicial ano 2014 mas ocho millon medi proced nuev 5 000 juec sistem acces carrer judicial condicion candidat prototip determin propuest part car proxim eleccion justici funcion quis present sugerent dobl numer juec suprim oposicion sustitu acces abog cinc anos experient turn ofici inform respect colegi contrat prueb cinc anos seis mes reciclaj forzos cad 10 anos etceter conozc ningun pais europe juec esten tan alej realid cotidian quiz interes toc mientr ahi vay par conflict manteng ficcion exist joan capdevil,otros,0
2015-10-20, 'La educación como herramienta',religion cont not medi expedient academ filosofi releg asignatur optat esper aguirr aparec libr text tauromaqui convert proyect fp pod sac clar conclusion educacion herramient siempr cre medi transmit conoc despert inquietud hac evolucion crec form person pensamient critic voz propi embarg veo convert element propagandist adoctrin laur rodriguez diaz,otros,0
2015-10-20, 'Televisión sin información',pod retrat socied trav emision televis afirmacion simpl program television subsist cart audienci permit result especial preocup retrat socied cre ultim anos segun parec produc transicion inter relacion mund rode inter mund fictici lleg trav excit medi comunicacion mund paradoj hiperconexion hac aisl caig aun mas fauc lob relacion tem principal carenci clarid ment expuest constant estimul cad vez mas simpl hac desinteres complej,otros,0
2015-10-22, 'La ‘feliz’ política',ocde public form bienal estudi how s lif va vid trat identific clav ser feliz inform 2015 relacion bienest calid vid diferent pais 11 items ingres emple salari viviend salud equilibri vid trabaj educacion relacion social posit compromis civic calid medi ambient segur personal bienest subjet aras transparent conoc dat polit podri val test felic mayor part decl escuet patrimoni percib salari inferior carg sector priv viaj perpetu viv alquil lun viern horari trabaj exces relacion social medi ambient estan mediatiz cuestion ideolog compromis civic comun ocasion discut vist anterior cabri dec represent public import porcentaj caeri lad infel intui entonc razon col ser polit luis albert rodriguez arroy,politica,1
2015-10-23, 'Educación Cívica',medi ochent sigl pas empiez espan botellon ciudad trat control mayor part problem busc solucion ayunt deb regul jurid botellon mediant normat municipal control ruid salud higien segur ciudadan habr dedic zon molest vecin vigil cumplimient normat prohibicion vent beb alcohol menor 18 anos tambi habr oblig particip recog tod botell plastic vas etceter dec desperdici fiest maner espaci qued tan limpi,politica,1
2015-10-23, 'Sociedad de consumo',seman pas lug inauguracion nuev tiend marc rop cuy posicion estrateg constant propagand propici extens col posterior hacin multitud puert establec poc minut apertur mund occidental result trivial relat ocurri aquell manan juev context histor poblacion espanol deb ten cuent hac relat abuel llev mism abrig dec embarg actual encontr situacion dej llev marketing arte hac poblacion individu mecaniz persuad cas renov armari ciert frecuenci verd necesit tod rop dispon realment necesari agolp inauguracion nuev tiend isabel romer sanchez,otros,0
2015-10-25, 'Como siempre',vez mas vist ultim notici fraud volkswag ser trabaj empres empres filial final pag pat siempr ser emple bas desp amortiz enorm indemniz avecin ser reduccion salari supresion pag extras eliminacion derech social compens caid vent baj valor accion definit siempr ser mas debil inocent pag tropeli direct poder empres vez mas seguir siend irrit ric qued impun joaquin fernandez sanchez,otros,0
2015-10-25, 'Un circo sin sufrimiento',zaragoz graci nuev equip gobiern zec trabaj grup animal volver establec circ animal unic lug sol cataluny 70 habit viv poblacion permit parec noved mas cumplimient ley proteccion animal leo diari cart algui irrit med habl peregrin ide bienest animal defiend sentimient parec sol conoc acab exigent manten sonris bienest infantil,otros,0
2015-10-25, 'Los parados ocultos',habl medi comunicacion polit par juvenil dud verdader problem embarg exist clas par mas 50 anos diferent joven prepar universitari habl idiom curs posgr pod emigr socied capital decid serv bien car bien experient valor dirig gerenci person empres hoy embarg val headhunters despreci empres quier gobern quier ver viv ahorr subsidi ser mayor 55 anos jubil practic cobr embarg silenci quiz verguenz quiz educ asi juan carl jos gil martin,politica,1
2015-10-25, 'Cinegética política',si justific clientel abus corruptel irregular polit part dic objet caz mayor victim conspir vari podri denomin acos derrib fiscal somet ciudadan hech pag electr mas car europ denomin impuest sol ved abiert caz menor ejempl pong cot vez agustin g arrabal,politica,1
2015-10-26, 'El llanto sirio',vist telediari impact imag mil refugi siri var fronter balcan apel human pais europe busc oportun person encuentr baj condicion verdader advers padr madr ancian nin pies rumb hund barr expuest hambr fri incertidumbr sab cuant tiemp mas podr soport ello favorec clim pais cierr fronter establec fluj limit desvi rio human rut altern realment capac ignor situacion apen esfuerz acas conmov ver notici suficient pregunt si acab olvid todavi precari situacion haitian tras terremot 2010 andre gonzalez munoz,politica,1
2015-10-26, 'El ruido de fondo',calor decid viaj hemisferi habi pod constat ruid fond tenu casi siempr constant chirri fren coch frut prioridad maltrech economi familiar signif aceit engras bols mundial comenz dej flu engranaj movi emit chirri mas alto alert 1 poblacion mundial pose casi mit riquez porcentaj tambi va aument med son fond hac mas percept ecuacion simpl obten mayor benefici produc mas gast men ser posibl ambas mism tiemp conduc man obra mas barat inund merc product mas barat ser compr pais dej hac vez habi inund primer requeri produc destaj cre destru transform transform riquez vec cre man obra esper nuev oportun aument rentabil inversion antoni sanchez varel,otros,0
2015-10-26, 'FP de tauromaquia',person propuest nuev modul tauromaqui sab viv sigl xxi quiz estrategi llam atencion simpatiz tor ahor acerc eleccion realment exist demand tip formacion quier pens ministeri educacion foment maltrat animal si final formacion profesional tauromaqui form torer aprob curs mat tor dediqu esfuerz ofrec ensen calid propong ide pas suert socied cambi evolucion senor polit esper evolucion junt socied dig maltrat animal pabl martinez,politica,1
2015-10-28, 'Ni lo uno ni lo otro',ocho anos despu conoci crisis pepin espanol sentenci judicial demuestr product espanol cumpli tod garanti sanitari autor competent materi exig pareci aquel entonc maldit agricultor espanol queri incumpl estrict norm comision europe exigi proteg salud ciudadan consumidor pepin espanol andaluz mas sen mientr avisp defraud respons prestigi marc coch haci vid men san credul comprador mejor mas fiabl coch ultim 50 anos asi escrib histori agricultor andaluc trapal magnif fabric aleman insuper francisc boved guerrer,otros,0
2015-10-28, 'Guerra de Irak',tony bla gest honr reconoc buen part error comet guerr irak dej pais asol socied divid chii suni acab siend past islam guerr fundament razon fals malintencion fam armas destruccion masiv dirigent inici bien sabi existi sac pech jos mari aznar hiz fot azor bush bla tal vez pens glori personal ahor aznar ped perdon disculp desastr decision inclus algun polit gobiern vigent aquell moment nieg espan respons participacion algun acas vist presum fot cit bernard asensi colin,otros,0
2015-10-29, 'Abordemos de una vez la situación',parec lleg punt retorn part secesion catalan quier impon marg legal espanol proyect independent gobiern sol reaccion apel ley constitucion dars cuent aun tan absurd habl ate ciel infiern cup junts pel si cre marc convivent cre ley cre necesari respet si fin justif medi libr interpretacion llev convert unas autonom plebiscit consider 48 vot mayori suficient inici proces soberan consider papel moj cualqui resolucion cualqui tribunal espanol dej hac pasiv gobiern central,politica,1
2015-10-29, 'Piel de gallina o gallina de piel',hor matiz realidad mund llor hach nombr call grit derech conviert relat entonc hor defin concept hac tiemp definicion sid distint piel gallin man roz mia gallin piel senti garr pennywis mientr lei steph king ahor distint piel gallin darl play espant color naranj traj ver fueg quem agu ahog hoj cort jaul asfixi piel gallin van barc plastic caen mar abraz esper hicier piel gallin quer darl pod hac gallin piel aferr friald arma dispar precis levant verj defiend apriet boton encarcel grab mir haci lad gallin piel quier darl autoconvenc comod sof cas pued hac ester alvarez,otros,0
2015-10-30, 'Anti(este)sistema',vem 1 poblacion mund pose mism riquez 99 reafirm pens sistem human import negoci person pas segund plan funcion mal person humild pag 30 nomin impuest mientr ric pag 1 trav sicav va mal solucion cambi situacion depend fuerz pod hac cambi actual sistem criminal mas just concienci deb despert deb ser conscient sol mism colect accion pued contribu cambi sig siempr igual human frent capital continu cambi sistem depend pobrez depend adri navalon osa,otros,0
2015-10-30, 'Un asunto espinoso',recient primer vez sid conden ocho mes carcel ciudadan palm mat golp caball propied si cas supon cre jurisprudent abre interes interrog futur ojal oblig debat seri civiliz espan mil animal maltrat form salvaj gran mayori cas sacrific muert ampar sacrosant tradicion diferent extravag razon autoriz legaliz cas supon grav infraccion delit sid siempr coherent virtud suficient valor atav pais much desgraci emili castell barrenech,otros,0
2015-10-30, '¿Esto es democracia?',crei democraci mas import sagr vot personal intransfer cad person si mal recuerd result consult 9 n negat independent ultim eleccion gust mas 52 puebl catal vot independent usted mayori parlament graci cup part men vot favor vuelv habl nombr mayori puebl catal menospreci inteligent elen alzamor gras,politica,1
2015-10-30, 'Una respuesta',agu siend cruel puebl saharaui agu desiert convirt barr lod campament refugi cas escas pertenent necesit ayud mas nunc si cab puebl siempr respond maner pacif dign hor 40o aniversari march verd consiguient expulsion tierr respuest altur alfons carl cob espej,otros,0
2015-10-30, 'Vivir a media jornada',seri extran dias dur 12 hor durmies cuatr hor medi alimentas vez dia tuvies esper vid 40 anos lug 80 seri extran si trabajas cuatr hor lug ocho seis mes lug doc si pag 500 eur lug 1 000 400 lug 800 seri viv medi jorn reim llor sent jorn complet lastr indign ciudadani oblig perd medi vid recuper nunc francisc lechag,otros,0
2015-10-31, 'A la deriva',final pas sigl cientif asegur virus seri mayor caus mortal mund quiz pens conflict belic hambrun mafi explotacion hombr destruccion medi ambient integr religi catastrof natural provoc cambi climat factor estan provoc exod masiv migrant dram millon refugi pas salm rushdi coment recient perd valor fundamental basic declaracion derech human qued rastr pesadill cotidian abrir period ver telediari iglesi hac podri hac ros ma moren martinez,otros,0
2015-10-31, 'Arrogancia',ser derech liberal handicap anad privilegi reun condicion neoliberal jam pid perdon error ejempl clar arrog neg rescat financier espan guerr irak si film asalt congres 23 febrer 1981 hoy seri leyend radical izquierd jos solan martinez,politica,1
2015-11-02, 'El techo de cristal',23 octubr enfermeri espanol vei tod esper puest aprobacion real decret prescripcion enfermer converti peor pesadill esper hac mas nuev anos qued agu borraj dar situacion absurd enfermer pued indic prohib palabr recet prescrib qued galen medicament sujet prescripcion medic dec aquell cualqui person pued compr recet farmaci pas curs acredit 120 hor,otros,0
2015-11-03, 'Déjenme ya en paz,favor,politica,1
2015-11-04, 'El ‘seny’ catalán',junts pel si cup quier vot propuest resolucion pretend inici proces independent prox dias respet legal vigent catalun democrat acuerd salt ley pon peligr democraci libertad catalun mayori vocacion integr pod perd seny moment tan import pod permit polit tom decision tras unas eleccion autonom ped respet democraci respet ley vigent catalun libertad eman respet mait lopez font,politica,1
2015-11-04, 'Elecciones en Turquía',result eleccion celebr turqui relev tal polit internacional nacional requier mayor atencion espan part europeiz hdp nacional independent vuelt logr representacion parlamentari pes ataqu akp emergent perd gobern pas eleccion juni part erdog ido avanz viraj conserv islam alej turqui europ practic democrat turqui acced guerriller europe espanol sum ejercit islam victori erdog proyect tambi larg sombr segur terror guerriller regres cas victori akp salud interes geoestrateg regimen dictatorial golf persic fuert interes financier religi turqui planet globaliz mediterrane achiqu incremental suced turqui result polit interior europ especial espan deberi ahond informacion lleg alla juan vazquez navarr,politica,1
2015-11-06, 'En el momento y lugar adecuados',levant man aquell segu mundial rugby veng mied ahor levant vist moment sonny bill williams all blacks regal medall oro nin habi salt camp moment capaz borr dem import deport si result campeon centr gest hombr nin gest doblement tiern ven hombr tan grand deport consider rud llen boc habl valor fair play pas limpi mal sabor boc aun dej pat rossi adem tranquil senor williams recompens human medall nuev circul qued cerr tambi lleg corazoncit traz amarg quiz envidi nin osadi salt camp nin moment lug adecu sup aprovech mari rey dieg,otros,0
2015-11-07, 'Extranjerismos',import consideracion ingles actual hech estudi concib futur profesional domini suficient acept idiom cre pes ello deb olvid riquez idiom necesari desestim lengu bastari dej coloniz exces si cont vocabulari autocton abund recurr constant extranjer siempr pod habl telefon movil lug usar smartphon pod desayun magdalen muffins ir corr gimnasi desech gym footing pod envi mensaj text corre electron sustitu sms mails disfrut infin aficion olvid tant hobbi asent utiliz interjeccion val import ok todavi tiemp ser magnif orador dar buen discurs dej speech cad libr expres quier si olvid idiom respons hablant escribi academ manuel alvar lengu hac hac habl labi temblor aquell millon hombr viv cuy gest sig reson entonacion son articul mir usunariz iribertegui,otros,0
2015-11-07, 'Marquez Rossi',consecuent hech produc ultim gran premi campeonat mund motocicl abiert polem sol accion suci rossi cas marquez pilot gran clas model agres gran maestr rossi admir sid pilot mas suci histori motocicl pued atestigu biaggi guibernau propi marquez si sancion habri sid mayor gan gan puest borron gord historial ira puert atras parec gran perjudic jorg lorenz dese gan mundial unic merec limpi bernard asensi colin,otros,0
2015-11-07, 'Parados de más de 50',llev vari anos par mayor 54 anos ningun plan integracion trabaj hac dias inem pregunt mism siempr tambi respuest edad recuerd gobiern habl brot verd mir pas estacion dentr mes eleccion edad segu igual joven jubil viej trabaj pued pens futur consumidor si vam ten pension sincer cre gobiern sig ver espan real carl angel moren delg,politica,1
2015-11-10, 'Ellos deciden quién vale y quién no',valg dig dic contrat person llam tecnic seleccion estan sent detr mes decid val val desempen profesion valg pes podri consider buen formacion aunqu pued ten conoc requier nunc llam entrev descart poc segund ver perfil portal laboral plant inclus quem titul universitari valg imag val experient val competent val gustari ser mas guap val mas gustari hab trabaj mas relev val mas valg dig dic silenci empiez creermel crei hac nadi llam nadi escrib nadi quier conocert futur profesional sab lej mund conoc talent talent pierd nadi confi iu ruiz tell,otros,0
2015-11-10, 'Concepto democracia',consider democrat vot secesion catalun preguntari si seri igual democrat ciudadan comun madr vot hipotet secesion constitucion republ madrilen si sal si podri qued hospital muse aeropuert metr red autop tod inversion alli encuentr instal disfrut sol riquez alli establec funcion proces histor pas despu comun men favorec asunt alla encontr sentimient aval posicion mejor tan dificil territori mio sol mio democraci pong acuerd vot qued asi mari pil perez garci,politica,1
2015-11-11, 'El acoso escolar',viv mund adolescent sufr algun vez bullying joven diari sufr amenaz insult coaccion hac vid conviert verdader calvari adem da mas import public abus acos escol sol sal luz 20 cas sol trasciend implic violenci fisic ignor maltrat psicolog pon medi evit simplement da cart blanc acos hech ser nin deberi inculc valor toler respet adem endurec sancion hech chiquill logr bullying form part pas marin jimenez galvez,otros,0
2015-11-11, 'La destrucción de la convivencia',destruccion xa0d convivenciarecuerd sorprendent nitidez primer clas cienci polit univers autonom barcelon hac 14 anos recuerd profesor abriend curs definicion polit polit activ busc garantiz cohesion social recuerd tambi barcelon aquell anos biling cosmopolit abiert mund definit vanguard ahor tras hab pas mas dec catalun cuest entend desgobiern ultim anos part nacional catal visit barcelon famili aun viv ciud condal sid testig polarizacion social polit crec form casi exponencial posibl mism polit encarg facilit convivent consegu enfrent poblacion encresp tal punt barcelon pas ser ciudad mas apetec europ lug hostil antipat estan satisfech antoni moren bertr medin sidoni cadiz nadi pued atribu mayori silenci urnas habl mensaj clar mayori absolut favor independent casi roz 50 vot extract comparecent artur mas pas lun parlament preocup condicion democrat catal democrat tild absolut mayori lleg mit vot demuestr peligr menospreci rest ciudadan incompetent matemat supin catal supon pas mas destruccion convivent vez perd cuest recuper daniel tor salt sant pol mar barcelon,politica,1
2015-11-11, 'Stop al machismo',pas sab capital espan celebr acontec histor primer gran movilizacion estatal violenci machist 7 n reuni decen mil mujer hombr lleg lugar pais reivindic mayor participacion tod socied erradicacion machism dan hech sig hac much mujer,otros,0
2015-11-13, 'Crisis y ciencia',falt fond investig llev desaparicion grup investigacion emergent tiemp bonanz diner lleg grup grand establec investigacion alto nivel soli ten vari proyect financi sol continu tiemp sin solap contrari grup mas pequen emergent soli ten proyect financi cad tres cuatr anos crisis hech ultim pierd proyect diner pierd independent cientif cas inclus personal siempr grav problem perd nuev ide nuev lin investigacion necesit diner men prob pued dar result si diner va investigacion establec ser dificil integr ide,otros,0
2015-11-14, 'Una condena clara',result poder sorprendent articul opinion embaj jorg dezcall afirm apunal judi terror form legitim resistent asesinat civil defend baj ningun circunst represent pais conoc carn propi azot terror deberi encontr palabr clar conden ampar explic contrari dic des tan sol justific mash gabriel director revist medi orient,otros,0
2015-11-14, 'Lo que asusta',asust polit independent catalan hech hab gan unas eleccion mayori moral exigu escan minoritari vot capac forz secesion ad eternum gonzal otaz,politica,1
